HJD I_band I_Err
5.820864569999999730e+03 1.528089946896173146e+01 6.000000000000000125e-03
5.823857079999999769e+03 1.527789946896173134e+01 6.000000000000000125e-03
5.825891010000000279e+03 1.527489946896173123e+01 5.000000000000000104e-03
5.827878420000000006e+03 1.527789946896173134e+01 5.000000000000000104e-03
5.830869709999999941e+03 1.527889946896173079e+01 5.000000000000000104e-03
5.832850959999999759e+03 1.527789946896173134e+01 6.000000000000000125e-03
5.834836100000000442e+03 1.528489946896173102e+01 5.000000000000000104e-03
5.836818970000000263e+03 1.527289946896173056e+01 5.000000000000000104e-03
5.840878480000000309e+03 1.528289946896173035e+01 5.000000000000000104e-03
5.844806709999999839e+03 1.527089946896173167e+01 6.000000000000000125e-03
5.850882529999999861e+03 1.526989946896173045e+01 6.000000000000000125e-03
5.851857850000000326e+03 1.528189946896173090e+01 6.000000000000000125e-03
5.852839049999999588e+03 1.528689946896173169e+01 7.000000000000000146e-03
5.855869450000000143e+03 1.527989946896173201e+01 5.000000000000000104e-03
5.856875869999999850e+03 1.528289946896173035e+01 6.000000000000000125e-03
5.857876489999999649e+03 1.528189946896173090e+01 7.000000000000000146e-03
5.860847340000000258e+03 1.527489946896173123e+01 5.000000000000000104e-03
5.861869920000000093e+03 1.527789946896173134e+01 6.000000000000000125e-03
5.862828110000000379e+03 1.528189946896173090e+01 5.000000000000000104e-03
5.864764970000000176e+03 1.527789946896173134e+01 5.000000000000000104e-03
5.866827299999999923e+03 1.527989946896173201e+01 5.000000000000000104e-03
5.868784050000000207e+03 1.527589946896173068e+01 5.000000000000000104e-03
5.870820869999999559e+03 1.527289946896173056e+01 6.000000000000000125e-03
5.871780050000000301e+03 1.527489946896173123e+01 5.000000000000000104e-03
5.873793480000000272e+03 1.527889946896173079e+01 5.000000000000000104e-03
5.874832150000000183e+03 1.528289946896173035e+01 6.000000000000000125e-03
5.878860279999999875e+03 1.527989946896173201e+01 6.000000000000000125e-03
5.881772680000000037e+03 1.528089946896173146e+01 6.000000000000000125e-03
5.882832029999999577e+03 1.527889946896173079e+01 6.000000000000000125e-03
5.885831919999999627e+03 1.527289946896173056e+01 6.000000000000000125e-03
5.886849739999999656e+03 1.526989946896173045e+01 6.000000000000000125e-03
5.887829759999999624e+03 1.527889946896173079e+01 5.000000000000000104e-03
5.890841279999999642e+03 1.527089946896173167e+01 5.000000000000000104e-03
5.891828340000000026e+03 1.526989946896173045e+01 5.000000000000000104e-03
5.893739789999999630e+03 1.528189946896173090e+01 5.000000000000000104e-03
5.895780490000000100e+03 1.527889946896173079e+01 6.000000000000000125e-03
5.896827849999999671e+03 1.527889946896173079e+01 6.000000000000000125e-03
5.898821589999999560e+03 1.528289946896173035e+01 6.000000000000000125e-03
5.899800979999999981e+03 1.527989946896173201e+01 5.000000000000000104e-03
5.900858790000000226e+03 1.527889946896173079e+01 6.000000000000000125e-03
5.901847850000000108e+03 1.527589946896173068e+01 6.000000000000000125e-03
5.902801770000000033e+03 1.528989946896173180e+01 5.000000000000000104e-03
5.903836290000000190e+03 1.527089946896173167e+01 5.000000000000000104e-03
5.904804530000000341e+03 1.527989946896173201e+01 5.000000000000000104e-03
5.905809739999999692e+03 1.528689946896173169e+01 6.000000000000000125e-03
5.906802829999999631e+03 1.527389946896173178e+01 6.000000000000000125e-03
5.907785039999999753e+03 1.526989946896173045e+01 6.000000000000000125e-03
5.908801360000000386e+03 1.527389946896173178e+01 6.000000000000000125e-03
5.910812520000000404e+03 1.532989946896173095e+01 5.000000000000000104e-03
5.911760110000000168e+03 1.527389946896173178e+01 5.000000000000000104e-03
5.912842109999999593e+03 1.528289946896173035e+01 6.000000000000000125e-03
5.913847719999999754e+03 1.527389946896173178e+01 5.000000000000000104e-03
5.914837180000000444e+03 1.528589946896173046e+01 5.000000000000000104e-03
5.915800739999999678e+03 1.528189946896173090e+01 5.000000000000000104e-03
5.916834859999999935e+03 1.527989946896173201e+01 5.000000000000000104e-03
5.917798010000000431e+03 1.528389946896173157e+01 5.000000000000000104e-03
5.922850620000000163e+03 1.527589946896173068e+01 5.000000000000000104e-03
5.924797630000000026e+03 1.527389946896173178e+01 5.000000000000000104e-03
5.925835960000000341e+03 1.527589946896173068e+01 6.000000000000000125e-03
5.927797260000000279e+03 1.528189946896173090e+01 6.000000000000000125e-03
5.929819069999999556e+03 1.527789946896173134e+01 5.000000000000000104e-03
5.931766719999999623e+03 1.527289946896173056e+01 6.000000000000000125e-03
5.932791430000000219e+03 1.535289946896173063e+01 6.000000000000000125e-03
5.933818449999999757e+03 1.527389946896173178e+01 6.000000000000000125e-03
5.934819880000000012e+03 1.527489946896173123e+01 6.000000000000000125e-03
5.936811840000000302e+03 1.527189946896173112e+01 5.000000000000000104e-03
5.937764559999999619e+03 1.527889946896173079e+01 6.000000000000000125e-03
5.938784639999999854e+03 1.527589946896173068e+01 5.000000000000000104e-03
5.939787999999999556e+03 1.527189946896173112e+01 6.000000000000000125e-03
5.940803259999999682e+03 1.527589946896173068e+01 5.000000000000000104e-03
5.941788789999999608e+03 1.527789946896173134e+01 6.000000000000000125e-03
5.942813809999999648e+03 1.527689946896173190e+01 6.000000000000000125e-03
5.943786939999999959e+03 1.527589946896173068e+01 5.000000000000000104e-03
5.944778040000000146e+03 1.527589946896173068e+01 5.000000000000000104e-03
5.945759420000000318e+03 1.527489946896173123e+01 5.000000000000000104e-03
5.946799589999999625e+03 1.528389946896173157e+01 6.000000000000000125e-03
5.947765769999999975e+03 1.526889946896173100e+01 6.000000000000000125e-03
5.948754780000000210e+03 1.527289946896173056e+01 5.000000000000000104e-03
5.949770379999999932e+03 1.528189946896173090e+01 6.000000000000000125e-03
5.950723009999999704e+03 1.526989946896173045e+01 5.000000000000000104e-03
5.952797679999999673e+03 1.527589946896173068e+01 5.000000000000000104e-03
5.954744899999999689e+03 1.535089946896173174e+01 5.000000000000000104e-03
5.956760860000000321e+03 1.526989946896173045e+01 5.000000000000000104e-03
5.959749619999999595e+03 1.527089946896173167e+01 6.000000000000000125e-03
5.962668539999999666e+03 1.528089946896173146e+01 5.000000000000000104e-03
5.963729140000000370e+03 1.527289946896173056e+01 6.000000000000000125e-03
5.965679509999999937e+03 1.527389946896173178e+01 5.000000000000000104e-03
5.967758600000000115e+03 1.526989946896173045e+01 6.000000000000000125e-03
5.969727640000000065e+03 1.527389946896173178e+01 5.000000000000000104e-03
5.972737019999999575e+03 1.527989946896173201e+01 5.000000000000000104e-03
5.974666250000000218e+03 1.527189946896173112e+01 5.000000000000000104e-03
5.976695200000000114e+03 1.535089946896173174e+01 5.000000000000000104e-03
5.977706919999999627e+03 1.527189946896173112e+01 5.000000000000000104e-03
5.979706339999999727e+03 1.527889946896173079e+01 6.000000000000000125e-03
5.981672489999999925e+03 1.526889946896173100e+01 6.000000000000000125e-03
5.982693529999999555e+03 1.526389946896173200e+01 5.000000000000000104e-03
5.984693269999999757e+03 1.526889946896173100e+01 6.000000000000000125e-03
5.986716019999999844e+03 1.527389946896173178e+01 5.000000000000000104e-03
5.988679159999999683e+03 1.527089946896173167e+01 6.000000000000000125e-03
5.989664389999999912e+03 1.526989946896173045e+01 5.000000000000000104e-03
5.990650020000000040e+03 1.526889946896173100e+01 6.000000000000000125e-03
5.992671860000000379e+03 1.526789946896173156e+01 5.000000000000000104e-03
5.994664759999999660e+03 1.527189946896173112e+01 5.000000000000000104e-03
5.995684930000000350e+03 1.527289946896173056e+01 6.000000000000000125e-03
5.997647539999999935e+03 1.528189946896173090e+01 6.000000000000000125e-03
5.999674759999999878e+03 1.526189946896173133e+01 5.000000000000000104e-03
6.001625750000000153e+03 1.527389946896173178e+01 5.000000000000000104e-03
6.004637980000000425e+03 1.526589946896173089e+01 6.000000000000000125e-03
6.009598979999999756e+03 1.526689946896173034e+01 6.000000000000000125e-03
6.017592520000000150e+03 1.526689946896173034e+01 5.000000000000000104e-03
6.018595989999999802e+03 1.526689946896173034e+01 6.000000000000000125e-03
6.019624459999999999e+03 1.526789946896173156e+01 6.000000000000000125e-03
6.021605410000000120e+03 1.527489946896173123e+01 6.000000000000000125e-03
6.022618910000000142e+03 1.527189946896173112e+01 6.000000000000000125e-03
6.023591250000000400e+03 1.527189946896173112e+01 5.000000000000000104e-03
6.024614029999999730e+03 1.527589946896173068e+01 6.000000000000000125e-03
6.033579020000000128e+03 1.527789946896173134e+01 6.000000000000000125e-03
6.035552910000000338e+03 1.527089946896173167e+01 6.000000000000000125e-03
6.037547069999999621e+03 1.527589946896173068e+01 6.000000000000000125e-03
6.038553069999999934e+03 1.525689946896173055e+01 6.000000000000000125e-03
6.039557609999999841e+03 1.526789946896173156e+01 6.000000000000000125e-03
6.040544839999999567e+03 1.526789946896173156e+01 5.000000000000000104e-03
6.042543090000000120e+03 1.527189946896173112e+01 6.000000000000000125e-03
6.047534459999999854e+03 1.526789946896173156e+01 6.000000000000000125e-03
6.048518530000000283e+03 1.526489946896173144e+01 6.000000000000000125e-03
6.049526840000000448e+03 1.527789946896173134e+01 5.000000000000000104e-03
6.052518680000000131e+03 1.527589946896173068e+01 6.000000000000000125e-03
6.056511770000000070e+03 1.526689946896173034e+01 6.000000000000000125e-03
6.059507899999999609e+03 1.527389946896173178e+01 6.000000000000000125e-03
6.068478900000000067e+03 1.526989946896173045e+01 5.000000000000000104e-03
6.080467050000000199e+03 1.526389946896173200e+01 6.000000000000000125e-03
6.149917099999999664e+03 1.526989946896173045e+01 6.000000000000000125e-03
6.163922099999999773e+03 1.526589946896173089e+01 6.000000000000000125e-03
6.173908669999999802e+03 1.531789946896173049e+01 6.000000000000000125e-03
6.183907629999999699e+03 1.527389946896173178e+01 5.000000000000000104e-03
6.185884829999999965e+03 1.526989946896173045e+01 5.000000000000000104e-03
6.196817089999999553e+03 1.526489946896173144e+01 5.000000000000000104e-03
6.199868859999999586e+03 1.526789946896173156e+01 6.000000000000000125e-03
6.202872669999999744e+03 1.526289946896173078e+01 6.000000000000000125e-03
6.207855379999999968e+03 1.526389946896173200e+01 6.000000000000000125e-03
6.208855669999999918e+03 1.527089946896173167e+01 6.000000000000000125e-03
6.214857790000000023e+03 1.526189946896173133e+01 6.000000000000000125e-03
6.216887139999999818e+03 1.525489946896173166e+01 6.000000000000000125e-03
6.218860340000000178e+03 1.527489946896173123e+01 5.000000000000000104e-03
6.220765980000000127e+03 1.526089946896173188e+01 6.000000000000000125e-03
6.223826329999999871e+03 1.527189946896173112e+01 5.000000000000000104e-03
6.226786369999999806e+03 1.526989946896173045e+01 5.000000000000000104e-03
6.230803020000000288e+03 1.527589946896173068e+01 6.000000000000000125e-03
6.233856990000000224e+03 1.527089946896173167e+01 5.000000000000000104e-03
6.236873010000000249e+03 1.527289946896173056e+01 6.000000000000000125e-03
6.241851359999999659e+03 1.527189946896173112e+01 6.000000000000000125e-03
6.244860550000000330e+03 1.526689946896173034e+01 6.000000000000000125e-03
6.248828010000000177e+03 1.527189946896173112e+01 5.000000000000000104e-03
6.251818599999999606e+03 1.526689946896173034e+01 5.000000000000000104e-03
6.254764240000000427e+03 1.526389946896173200e+01 5.000000000000000104e-03
6.257844979999999850e+03 1.527389946896173178e+01 5.000000000000000104e-03
6.262781079999999747e+03 1.526689946896173034e+01 5.000000000000000104e-03
6.265845989999999802e+03 1.527789946896173134e+01 5.000000000000000104e-03
6.269821659999999611e+03 1.527189946896173112e+01 5.000000000000000104e-03
6.275826020000000426e+03 1.527189946896173112e+01 5.000000000000000104e-03
6.280778709999999592e+03 1.526989946896173045e+01 5.000000000000000104e-03
6.284841709999999694e+03 1.526489946896173144e+01 5.000000000000000104e-03
6.288749689999999646e+03 1.527189946896173112e+01 5.000000000000000104e-03
6.292819249999999556e+03 1.527589946896173068e+01 5.000000000000000104e-03
6.297766620000000330e+03 1.526689946896173034e+01 5.000000000000000104e-03
6.303773860000000241e+03 1.526989946896173045e+01 5.000000000000000104e-03
6.308783000000000357e+03 1.527289946896173056e+01 5.000000000000000104e-03
6.318688430000000153e+03 1.526889946896173100e+01 5.000000000000000104e-03
6.321537739999999758e+03 1.526789946896173156e+01 5.000000000000000104e-03
6.321718179999999847e+03 1.527589946896173068e+01 5.000000000000000104e-03
6.322689709999999650e+03 1.527589946896173068e+01 5.000000000000000104e-03
6.338640250000000378e+03 1.526189946896173133e+01 5.000000000000000104e-03
6.355566770000000361e+03 1.525689946896173055e+01 5.000000000000000104e-03
6.361614499999999680e+03 1.526689946896173034e+01 5.000000000000000104e-03
6.369592440000000352e+03 1.525889946896173122e+01 5.000000000000000104e-03
6.375589359999999942e+03 1.526589946896173089e+01 5.000000000000000104e-03
6.382555470000000241e+03 1.526489946896173144e+01 5.000000000000000104e-03
6.390548209999999926e+03 1.526589946896173089e+01 5.000000000000000104e-03
6.399494050000000243e+03 1.527089946896173167e+01 5.000000000000000104e-03
6.510932319999999891e+03 1.527289946896173056e+01 6.000000000000000125e-03
6.521917790000000423e+03 1.527989946896173201e+01 5.000000000000000104e-03
6.534914120000000366e+03 1.526589946896173089e+01 5.000000000000000104e-03
6.537894570000000385e+03 1.527189946896173112e+01 5.000000000000000104e-03
6.552856590000000324e+03 1.528189946896173090e+01 5.000000000000000104e-03
6.568873040000000401e+03 1.527489946896173123e+01 5.000000000000000104e-03
6.575869950000000244e+03 1.526989946896173045e+01 5.000000000000000104e-03
6.582813470000000052e+03 1.528489946896173102e+01 5.000000000000000104e-03
6.586767179999999826e+03 1.528689946896173169e+01 5.000000000000000104e-03
6.595800669999999627e+03 1.527989946896173201e+01 5.000000000000000104e-03
6.607807670000000144e+03 1.527389946896173178e+01 5.000000000000000104e-03
6.614758380000000216e+03 1.527989946896173201e+01 5.000000000000000104e-03
6.618814040000000205e+03 1.527889946896173079e+01 5.000000000000000104e-03
6.627789429999999811e+03 1.527889946896173079e+01 5.000000000000000104e-03
6.637841919999999845e+03 1.528089946896173146e+01 5.000000000000000104e-03
6.644819959999999810e+03 1.527989946896173201e+01 5.000000000000000104e-03
6.650797349999999824e+03 1.527589946896173068e+01 5.000000000000000104e-03
6.654789069999999811e+03 1.527689946896173190e+01 5.000000000000000104e-03
6.659703709999999774e+03 1.527689946896173190e+01 5.000000000000000104e-03
6.663791369999999915e+03 1.528589946896173046e+01 5.000000000000000104e-03
6.668794579999999769e+03 1.527789946896173134e+01 5.000000000000000104e-03
6.674733629999999721e+03 1.527489946896173123e+01 5.000000000000000104e-03
6.680796760000000177e+03 1.527089946896173167e+01 5.000000000000000104e-03
6.685748919999999998e+03 1.527889946896173079e+01 5.000000000000000104e-03
6.693674159999999574e+03 1.527089946896173167e+01 5.000000000000000104e-03
6.698720930000000408e+03 1.526689946896173034e+01 5.000000000000000104e-03
6.703685000000000400e+03 1.526689946896173034e+01 6.000000000000000125e-03
6.708688360000000102e+03 1.528089946896173146e+01 5.000000000000000104e-03
6.712688619999999901e+03 1.526789946896173156e+01 5.000000000000000104e-03
6.715679240000000391e+03 1.527189946896173112e+01 5.000000000000000104e-03
